player_id,player_name,player_country,DOB,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_inches,height_cm,DOB_date,DOB_str,big_stat_player_name
20627,David Marques,Portugal,1994-03-02,,,,,,,,,,,,1994-03-02,"March 2, 1994 (29 years old)",
20628,Vladyslav Tolmachov,Portugal,1998-12-11,Espinho,,,,,,,,,,,1998-12-11,"December 11, 1998 (24 years old)",
20629,Andre Silveira,Portugal,1988-11-27,,,0.0,0.0,0.0,0.0,1.0,35.0,,,,1988-11-27,"November 27, 1988 (34 years old)",Andre Silveira
20630,Rafael Santos,Portugal,2001-03-18,,,0.0,0.0,0.0,0.0,1.0,35.0,,,,2001-03-18,"March 18, 2001 (22 years old)",Rafael Santos
20631,Eunice Xavier,Portugal,2001-11-20,,,0.0,0.0,0.0,0.0,1.0,45.0,,,,2001-11-20,"November 20, 2001 (21 years old)",Eunice Xavier
20632,Ana Rita Baptista,Portugal,1999-01-23,,,0.0,0.0,0.0,0.0,1.0,45.0,,,,1999-01-23,"January 23, 1999 (24 years old)",Ana Rita Baptista
20633,Carolina Maia,Portugal,1999-09-06,,,0.0,0.0,0.0,0.0,1.0,45.0,,,,1999-09-06,"September 6, 1999 (23 years old)",Carolina Maia
20634,Margarida Maia,Portugal,1997-05-16,Lavra,,0.0,0.0,0.0,0.0,1.0,45.0,,,,1997-05-16,"May 16, 1997 (26 years old)",Margarida Maia
20635,Yves Mutabazi,Rwanda,1995-11-26,Kigali,,0.0,0.0,0.0,0.0,1.0,75.0,,75.0,190.5,1995-11-26,"November 26, 1995 (27 years old)",Yves Mutabazi
20637,Elpida Pitsigkoni,Greece,2005-05-20,Thessaloniki,,0.0,0.0,0.0,0.0,3.0,103.0,,69.0,175.26,2005-05-20,"May 20, 2005 (18 years old)",
20638,Paraskevi Zafeiriou,Greece,2006-06-08,Thessaloniki,,0.0,0.0,0.0,0.0,1.0,40.0,,70.0,177.8,2006-06-08,"June 8, 2006 (17 years old)",
20639,Diogo Gomes,Portugal,1996-01-05,,,,,,,,,,,,1996-01-05,"January 5, 1996 (27 years old)",
20640,Stefan Aigner,Austria,1988-07-20,,,,,,,,,,,,1988-07-20,"July 20, 1988 (34 years old)",
20641,Matthias Köstler,Austria,1997-02-15,,,,,,,,,,,,1997-02-15,"February 15, 1997 (26 years old)",
20642,Haydn Lawson,England,1995-10-27,"Barnstaple
","Barnstaple
",0.0,0.0,0.0,0.0,4.0,130.0,,72.0,182.88,1995-10-27,"October 27, 1995 (27 years old)",Haydn Lawson
20643,Dominik Kefer,Austria,1980-10-11,,,,,,,,,,,,1980-10-11,"October 11, 1980 (42 years old)",
20644,Jakob Grasserbauer,Austria,1992-05-14,,,,,,,,,,,,1992-05-14,"May 14, 1992 (31 years old)",
20645,Daniel Fabikovic,Czech Republic,2004-08-23,,,0.0,0.0,0.0,0.0,2.0,40.0,,,,2004-08-23,"August 23, 2004 (18 years old)",Daniel Fabikovic
20646,Jonas Mothobi,South Africa,1995-10-21,,,,,,,,,,,,1995-10-21,"October 21, 1995 (27 years old)",
20647,Valeria Tallevi Diotallevi,Italy,1989-08-27,,,0.0,0.0,0.0,0.0,4.0,180.0,,,,1989-08-27,"August 27, 1989 (33 years old)",Valeria Diotallevi
20648,Barnabás Apró,Hungary,2002-04-09,,,,,,,,,,,,2002-04-09,"April 9, 2002 (21 years old)",
20649,Viktor Szalai,Hungary,2002-04-28,,,,,,,,,,,,2002-04-28,"April 28, 2002 (21 years old)",
20650,Balázs Éliás,Hungary,2003-08-08,,,,,,,,,,,,2003-08-08,"August 8, 2003 (19 years old)",
20651,Csanád Frányó,Hungary,2003-07-28,,,,,,,,,,,,2003-07-28,"July 28, 2003 (19 years old)",
20652,Balázs Ferenc Fazekas,Hungary,1995-11-12,,,0.0,0.0,0.0,0.0,2.0,65.0,,,,1995-11-12,"November 12, 1995 (27 years old)",Balazs Fazekas
20653,Laura Krisztina Gubicza,Hungary,1994-06-11,Budapest,,0.0,0.0,0.0,0.0,1.0,35.0,,,,1994-06-11,"June 11, 1994 (29 years old)",Laura Gubicza
20654,Julia Kee,Netherlands,1999-11-12,Bavel,,0.0,0.0,0.0,0.0,2.0,80.0,,,,1999-11-12,"November 12, 1999 (23 years old)",Julia Kee
20655,Emmanouil Moutafis,Greece,2007-06-08,Irakleio/Creta,,0.0,0.0,0.0,0.0,1.0,32.0,,73.0,185.42000000000002,2007-06-08,"June 8, 2007 (16 years old)",
20656,Ioannis Kardoulias,Greece,2005-04-12,Kos,,0.0,0.0,0.0,0.0,4.0,167.0,,72.0,182.88,2005-04-12,"April 12, 2005 (18 years old)",
20657,Caroline Stenholt Krogh,Denmark,2004-04-01,Skanderborg,,0.0,0.0,0.0,0.0,1.0,44.0,,,,2004-04-01,"April 1, 2004 (19 years old)",
20658,Palina Ramanouskaya,Belarus,2004-10-12,,,,,,,,,,,,2004-10-12,"October 12, 2004 (18 years old)",
20659,Marharyta Yuraseva,Belarus,2004-12-18,,,,,,,,,,,,2004-12-18,"December 18, 2004 (18 years old)",
20660,Nahuel Tagliaferro,Andorra,2006-01-21,La Massana,,0.0,0.0,0.0,0.0,3.0,40.0,,,,2006-01-21,"January 21, 2006 (17 years old)",
20661,Xavier Mas Rodriguez,Andorra,2004-08-03,Escaldes-Engordany,,0.0,0.0,0.0,0.0,2.0,28.0,,,,2004-08-03,"August 3, 2004 (18 years old)",
20662,Justyna Frommova,Czech Republic,1998-05-14,,,0.0,0.0,0.0,0.0,1.0,30.0,,71.0,180.34,1998-05-14,"May 14, 1998 (25 years old)",
20663,Lucie Sauerova,Czech Republic,1999-07-10,,,,,,,,,,,,1999-07-10,"July 10, 1999 (23 years old)",
20664,Tin Devald,Croatia,2005-12-21,,,0.0,0.0,0.0,0.0,4.0,80.0,,,,2005-12-21,"December 21, 2005 (17 years old)",
20665,Roko Vlašic,Croatia,2004-03-11,,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-03-11,"March 11, 2004 (19 years old)",
20666,Pinja Jokela,Finland,2005-04-05,Sastamala,,0.0,0.0,0.0,0.0,2.0,60.0,,,,2005-04-05,"April 5, 2005 (18 years old)",
20667,Ana Burilovic,Croatia,2005-02-17,,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2005-02-17,"February 17, 2005 (18 years old)",
20668,Lea Rasic,Croatia,2004-12-23,,,0.0,0.0,0.0,0.0,2.0,44.0,,,,2004-12-23,"December 23, 2004 (18 years old)",
20669,Agnesa Koxha,Kosovo,2004-05-13,,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-05-13,"May 13, 2004 (19 years old)",
20670,Adrian Bialecki,Poland,1993-05-13,,,0.0,0.0,0.0,0.0,1.0,40.0,,,,1993-05-13,"May 13, 1993 (30 years old)",Adrian Bialecki
20671,Daniil Chuev,Russia,2004-03-13,,,,,,,,,,,,2004-03-13,"March 13, 2004 (19 years old)",
20672,Gleb Chuev,Russia,2004-03-13,,,,,,,,,,,,2004-03-13,"March 13, 2004 (19 years old)",
20673,Kateryna Udovenko,Ukraine,2004-05-22,Sumy,,0.0,0.0,0.0,0.0,3.0,140.0,,,,2004-05-22,"May 22, 2004 (19 years old)",Kateryna Udovenko
20674,Yelyzaveta Tarasenko,Ukraine,2004-10-20,Sumy,,,,,,,,,,,2004-10-20,"October 20, 2004 (18 years old)",
20675,Ekaterina Shevtsova,Russia,2005-12-01,,,0.0,0.0,0.0,0.0,1.0,40.0,,,,2005-12-01,"December 1, 2005 (17 years old)",
20676,Daria Vorotintseva,Russia,2004-03-19,,,,,,,,,,,,2004-03-19,"March 19, 2004 (19 years old)",
20677,Paul Bou Akl,Lebanon,1994-08-01,,,,,,,,,,,,1994-08-01,"August 1, 1994 (28 years old)",
20678,Marat Islamov,Russia,2003-02-16,Saint-Petersburg,,0.0,0.0,0.0,0.0,1.0,30.0,,,,2003-02-16,"February 16, 2003 (20 years old)",
20679,Nik Mujanovic,Slovenia,2004-10-14,Kamnik,,,,,,,,,79.0,200.66,2004-10-14,"October 14, 2004 (18 years old)",
20680,Jakub Krzeminski,Poland,2006-06-26,,,,,,,,,,,,2006-06-26,"June 26, 2006 (17 years old)",
20681,Arnaud Paratte,Switzerland,2004-01-18,La Neuveville,,,,,,,,,,,2004-01-18,"January 18, 2004 (19 years old)",
20682,Linus Deecke,Switzerland,2004-02-02,Basel,,0.0,0.0,0.0,0.0,4.0,140.0,,,,2004-02-02,"February 2, 2004 (19 years old)",
20683,Tristan Täht,Estonia,2005-06-13,,,0.0,0.0,0.0,0.0,3.0,120.0,,,,2005-06-13,"June 13, 2005 (18 years old)",
20684,Mati Juus,Estonia,2005-07-20,,,0.0,0.0,0.0,0.0,2.0,85.0,,,,2005-07-20,"July 20, 2005 (17 years old)",
20685,Levente Polgár,Hungary,2005-04-23,,,0.0,0.0,0.0,0.0,1.0,20.0,,,,2005-04-23,"April 23, 2005 (18 years old)",
20686,Ákos Veress,Hungary,2006-07-07,,,0.0,0.0,0.0,0.0,2.0,25.0,,,,2006-07-07,"July 7, 2006 (17 years old)",
20687,Bence Tari,Hungary,2006-08-25,,,0.0,0.0,0.0,0.0,2.0,52.0,,,,2006-08-25,"August 25, 2006 (16 years old)",
20688,Erik Ask,Sweden,2005-06-11,,,0.0,0.0,0.0,0.0,6.0,325.0,,,,2005-06-11,"June 11, 2005 (18 years old)",
20689,Clara Bal,France,2004-05-06,,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-05-06,"May 6, 2004 (19 years old)",
20690,Romane Zillhardt,France,2004-02-17,,,,,,,,,,,,2004-02-17,"February 17, 2004 (19 years old)",
20691,Karlotta Kattai,Estonia,2005-04-03,,,0.0,0.0,0.0,0.0,1.0,32.0,,,,2005-04-03,"April 3, 2005 (18 years old)",
20692,Grete Jürgenson,Estonia,2005-07-27,,,0.0,0.0,0.0,0.0,1.0,32.0,,,,2005-07-27,"July 27, 2005 (17 years old)",
20693,Amélie Lengweiler,Switzerland,2004-02-24,Gachnang,,,,,,,,,,,2004-02-24,"February 24, 2004 (19 years old)",
20694,Nadine Demierre,Switzerland,2004-05-25,Thun,,,,,,,,,,,2004-05-25,"May 25, 2004 (19 years old)",
20695,Emilia Saxne,Sweden,2006-11-20,,,0.0,0.0,0.0,0.0,3.0,105.0,,,,2006-11-20,"November 20, 2006 (16 years old)",
20696,Frida Johansson,Sweden,2004-05-02,,,0.0,0.0,0.0,0.0,1.0,32.0,,,,2004-05-02,"May 2, 2004 (19 years old)",
20697,Marta Carro Márquez de Acuña,Spain,2006-06-27,Majadahonda (Madrid),,0.0,0.0,0.0,0.0,4.0,152.0,,,,2006-06-27,"June 27, 2006 (17 years old)",
20698,Adriana Serrano Ferro,Spain,2005-05-04,,,0.0,0.0,0.0,0.0,5.0,232.0,,,,2005-05-04,"May 4, 2005 (18 years old)",Adriana Serrano
20699,Chiara Honti-Majoros,Hungary,2005-11-27,,,0.0,0.0,0.0,0.0,3.0,75.0,,,,2005-11-27,"November 27, 2005 (17 years old)",Chiara Honti-Majoros
20700,Muriel Bossart,Switzerland,2006-04-26,,,1.0,0.0,1.0,0.0,7.0,605.0,,,,2006-04-26,"April 26, 2006 (17 years old)",
20701,Veronika Zhukova,Ukraine,2002-02-13,Zaporizhia,,0.0,0.0,0.0,1.0,1.0,70.0,,,,2002-02-13,"February 13, 2002 (21 years old)",Veronika Zhukova
20702,Anastasiya Nagorna,Ukraine,2002-03-13,,,0.0,0.0,0.0,1.0,1.0,70.0,,,,2002-03-13,"March 13, 2002 (21 years old)",Anastasiya Nagorna
20703,Alexander Popov,Bulgaria,2004-04-25,,,0.0,0.0,0.0,0.0,1.0,16.0,,,,2004-04-25,"April 25, 2004 (19 years old)",
20704,Vesselin Brendyorfer,Bulgaria,2004-03-13,,,,,,,,,,,,2004-03-13,"March 13, 2004 (19 years old)",
20705,Ron Laufer,Israel,2005-05-01,,,0.0,0.0,0.0,0.0,2.0,44.0,,,,2005-05-01,"May 1, 2005 (18 years old)",
20706,Alon Tepperberg,Israel,2004-06-03,Ramat Gan,,,,,,,,,,,2004-06-03,"June 3, 2004 (19 years old)",
20707,Ivet Gavrailova,Bulgaria,2005-09-01,,,0.0,0.0,0.0,0.0,3.0,89.0,,,,2005-09-01,"September 1, 2005 (17 years old)",
20708,Gyulchin Mustafa,Bulgaria,2004-07-12,,,,,,,,,,,,2004-07-12,"July 12, 2004 (18 years old)",
20709,Ronni Rivka Lavie,Israel,2006-07-04,,,0.0,0.0,0.0,0.0,3.0,64.0,,,,2006-07-04,"July 4, 2006 (17 years old)",
20710,Daniela Gonzalez,Israel,2008-12-17,,,0.0,0.0,0.0,0.0,2.0,44.0,,,,2008-12-17,"December 17, 2008 (14 years old)",
20711,Gustavs Auzins,Latvia,2005-03-29,,,2.0,0.0,0.0,1.0,3.0,284.0,,,,2005-03-29,"March 29, 2005 (18 years old)",
20712,Tristan Fröbel,Germany,2005-10-11,,,,,,,,,,,,2005-10-11,"October 11, 2005 (17 years old)",
20713,Tamo Wüst,Germany,2005-01-11,Berlin,,0.0,0.0,0.0,0.0,1.0,40.0,,77.0,195.58,2005-01-11,"January 11, 2005 (18 years old)",
20714,Vitalii Savvin,Ukraine,2004-02-10,,,0.0,0.0,0.0,0.0,2.0,65.0,,,,2004-02-10,"February 10, 2004 (19 years old)",
20715,Tomas Teixeira,Portugal,2005-06-16,,,0.0,0.0,0.0,0.0,2.0,77.0,,,,2005-06-16,"June 16, 2005 (18 years old)",
20716,Tomas Sousa,Portugal,2004-11-25,,,0.0,0.0,0.0,0.0,1.0,32.0,,,,2004-11-25,"November 25, 2004 (18 years old)",
20717,Alexander Tsanev,Bulgaria,2005-08-27,,,0.0,0.0,0.0,0.0,2.0,52.0,,,,2005-08-27,"August 27, 2005 (17 years old)",
20718,Yasen Stanev,Bulgaria,2005-04-10,,,0.0,0.0,0.0,0.0,2.0,52.0,,,,2005-04-10,"April 10, 2005 (18 years old)",
20719,Kyan Vercauteren,Belgium,2004-04-08,Stekene,,0.0,0.0,0.0,0.0,7.0,439.0,,,,2004-04-08,"April 8, 2004 (19 years old)",Kyan Vercauteren
20720,Hennes Jorge Nissen,Germany,2004-12-01,Meyn,,0.0,0.0,1.0,0.0,3.0,193.0,,,,2004-12-01,"December 1, 2004 (18 years old)",
20721,Bo Hansen,Germany,2004-08-26,,,0.0,0.0,0.0,0.0,1.0,48.0,,,,2004-08-26,"August 26, 2004 (18 years old)",
20722,Michael Burgmann,Italy,2004-03-06,,,0.0,0.0,0.0,0.0,2.0,130.0,,,,2004-03-06,"March 6, 2004 (19 years old)",
20723,Raoul Acerbi,Italy,2004-11-18,,,0.0,0.0,0.0,1.0,2.0,110.0,,,,2004-11-18,"November 18, 2004 (18 years old)",
20724,Stefan Mihai Biclea,Romania,2006-04-22,Bucuresti,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2006-04-22,"April 22, 2006 (17 years old)",
20725,Dragos Alexandru Stan,Romania,2004-09-15,Afumati,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-09-15,"September 15, 2004 (18 years old)",
20726,Leonie Ottens,Germany,2005-09-12,,,,,,,,,,,,2005-09-12,"September 12, 2005 (17 years old)",
20727,Janne Uhl,Germany,2005-11-22,,,0.0,0.0,0.0,0.0,3.0,125.0,,,,2005-11-22,"November 22, 2005 (17 years old)",
20728,Vilune Rauluseviciute,Lithuania,2004-04-11,,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-04-11,"April 11, 2004 (19 years old)",
20729,Rusne Rutkauskaite,Lithuania,2004-11-07,,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-11-07,"November 7, 2004 (18 years old)",
20730,Emma Hohenauer,Austria,2005-09-22,,,0.0,0.0,0.0,1.0,3.0,136.0,,,,2005-09-22,"September 22, 2005 (17 years old)",Emma Hohenauer
20731,Anna Pavelková,Czech Republic,2005-10-02,,,1.0,0.0,0.0,0.0,5.0,425.0,,,,2005-10-02,"October 2, 2005 (17 years old)",
20732,Katerina Pavelková,Czech Republic,2005-10-02,,,1.0,0.0,0.0,0.0,5.0,425.0,,,,2005-10-02,"October 2, 2005 (17 years old)",
20733,Lisa Canevari,England,2005-05-21,,,0.0,0.0,0.0,0.0,2.0,56.0,,,,2005-05-21,"May 21, 2005 (18 years old)",
20734,Benedetta Garbo,Italy,2005-10-26,,,,,,,,,,,,2005-10-26,"October 26, 2005 (17 years old)",
20735,Deniela Konstantinova,Latvia,2005-07-22,Ikskile,,0.0,1.0,0.0,1.0,11.0,824.0,,,,2005-07-22,"July 22, 2005 (17 years old)",Deniela Konstantinova
20736,Zaiga Kalvane,Latvia,2004-06-01,Riga,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-06-01,"June 1, 2004 (19 years old)",
20737,Noa Sonneville,Netherlands,2005-07-03,,,0.0,0.0,1.0,0.0,5.0,363.0,,,,2005-07-03,"July 3, 2005 (18 years old)",
20738,Daisy Mumby,England,1992-01-16,,,0.0,0.0,0.0,0.0,13.0,984.0,,73.0,185.42000000000002,1992-01-16,"January 16, 1992 (31 years old)",Daisy Mumby
20739,Niko Gleed,England,2000-07-04,"Bournemouth
","Bournemouth
",0.0,0.0,0.0,0.0,9.0,745.0,,72.0,182.88,2000-07-04,"July 4, 2000 (23 years old)",Niko Gleed
20740,Jens Aasgard,Norway,2004-06-23,,,0.0,0.0,0.0,0.0,1.0,10.0,,,,2004-06-23,"June 23, 2004 (19 years old)",
20741,Even Stray Aas,Norway,2005-09-09,,,0.0,0.0,0.0,0.0,3.0,125.0,,,,2005-09-09,"September 9, 2005 (17 years old)",
20742,Grega Okroglic,Slovenia,2004-06-09,Kanal,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-06-09,"June 9, 2004 (19 years old)",
20743,Primož Jeklin,Slovenia,2004-10-21,Kanal,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-10-21,"October 21, 2004 (18 years old)",
20744,Adrian Mol,Norway,2004-11-04,,,0.0,0.0,0.0,0.0,3.0,114.0,,,,2004-11-04,"November 4, 2004 (18 years old)",
20745,Oscar Majak,Norway,2004-08-03,,,0.0,0.0,0.0,0.0,1.0,24.0,,,,2004-08-03,"August 3, 2004 (18 years old)",
20746,Nejc Najdic,Slovenia,2006-05-05,Maribor,,0.0,0.0,0.0,0.0,1.0,32.0,,,,2006-05-05,"May 5, 2006 (17 years old)",
20747,Dominik Jancok,Slovakia,2004-03-09,,,0.0,0.0,0.0,0.0,1.0,16.0,,,,2004-03-09,"March 9, 2004 (19 years old)",
20748,Denis Lapos,Slovakia,2005-11-28,,,0.0,0.0,0.0,0.0,2.0,28.0,,,,2005-11-28,"November 28, 2005 (17 years old)",
20749,Lucie Grancaiova,Czech Republic,2005-08-13,,,,,,,,,,,,2005-08-13,"August 13, 2005 (17 years old)",
20750,Zoja Kalar,Slovenia,2005-06-13,Braslovce,Braslov��e,0.0,0.0,0.0,0.0,2.0,67.0,,,,2005-06-13,"June 13, 2005 (18 years old)",
20751,Rima Posedel,Slovenia,2005-02-20,Polzela,,0.0,0.0,0.0,0.0,2.0,67.0,,,,2005-02-20,"February 20, 2005 (18 years old)",
20752,Lisa Kleivane,Norway,2005-10-19,,,,,,,,,,,,2005-10-19,"October 19, 2005 (17 years old)",
20753,Elise Munkejord Pedersen,Norway,2004-04-18,,,0.0,0.0,0.0,0.0,1.0,5.0,,,,2004-04-18,"April 18, 2004 (19 years old)",
20754,Sofia Melina Mol,Norway,2006-07-24,,,0.0,0.0,0.0,0.0,3.0,124.0,,,,2006-07-24,"July 24, 2006 (16 years old)",
20755,Kaja Markhus Flatekvål,Norway,2004-10-02,Sandnes,,0.0,0.0,0.0,0.0,2.0,54.0,,,,2004-10-02,"October 2, 2004 (18 years old)",
20756,Anja Puckmeister,Slovenia,2004-09-17,Braslovce,Braslov��e,0.0,0.0,0.0,0.0,2.0,80.0,,,,2004-09-17,"September 17, 2004 (18 years old)",
20757,Tija �keta Rozman,Slovenia,2004-12-03,Braslov��e,,0.0,0.0,0.0,0.0,1.0,40.0,,,,2004-12-03,"December 3, 2004 (18 years old)",
20758,Ula Gorjup,Slovenia,2005-04-11,Ljubljana,,0.0,0.0,0.0,0.0,1.0,40.0,,,,2005-04-11,"April 11, 2005 (18 years old)",
20759,Katarina Fabulova,Slovakia,2005-01-05,,,,,,,,,,,,2005-01-05,"January 5, 2005 (18 years old)",
20760,Anastasiia Prykhodko,Ukraine,1987-11-04,,,0.0,0.0,0.0,0.0,1.0,50.0,,,,1987-11-04,"November 4, 1987 (35 years old)",Anastasiia Prykhodko
20761,Tetiana Grashchenko,Ukraine,1988-03-24,,,0.0,0.0,0.0,0.0,1.0,50.0,,,,1988-03-24,"March 24, 1988 (35 years old)",Tetiana Grashchenko
20762,Christos Savvidis,Cyprus,2004-05-27,,,0.0,0.0,0.0,0.0,1.0,32.0,,,,2004-05-27,"May 27, 2004 (19 years old)",
20763,Alexis Savvidis,Cyprus,2005-12-17,,,0.0,0.0,0.0,0.0,2.0,60.0,,,,2005-12-17,"December 17, 2005 (17 years old)",
20764,Tereza Francova,Czech Republic,1999-12-30,,,0.0,0.0,0.0,0.0,9.0,385.0,,,,1999-12-30,"December 30, 1999 (23 years old)",Tereza Francova
20765,Alana Snow,England,1999-03-14,,,0.0,0.0,0.0,0.0,5.0,290.0,,,,1999-03-14,"March 14, 1999 (24 years old)",Alana Snow
20766,Adam Hartmann,United States,2002-09-30,,"Cooper City, FL",0.0,0.0,0.0,0.0,6.0,1868.0,,,,2002-09-30,"September 30, 2002 (20 years old)",Adam Hartmann
20767,AJ Kolesar,United States,,,"Marietta, GA",0.0,0.0,0.0,0.0,1.0,70.0,,,,,,AJ Kolesar
20768,Anthony Winter,United States,1996-05-15,"Olmsted Falls, OH","Olmsted Falls, OH",0.0,0.0,0.0,0.0,2.0,512.0,,75.0,190.5,1996-05-15,"May 15, 1996 (27 years old)",Anthony Winter
20769,August Brittain,United States,,,"Wilmington, NC",0.0,0.0,0.0,0.0,2.0,213.0,,,,,,August Brittain
20770,Austin Banks,United States,,,"Kill Devil Hills, NC",0.0,0.0,0.0,0.0,5.0,1013.0,,,,,,Austin Banks
20771,Caitlin Cummings,United States,,,"Pacifica, CA",0.0,0.0,0.0,0.0,1.0,90.0,,,,,,Caitlin Cummings
20772,Charlie Siragusa,United States,1999-02-20,"Rochester, NY","Webster, NY",0.0,0.0,1.0,0.0,13.0,5511.0,,81.0,205.74,1999-02-20,"February 20, 1999 (24 years old)",Charlie Siragusa
20774,Connor Kleminsky,United States,,,"Huntsville, AL",0.0,0.0,0.0,0.0,1.0,51.0,,,,,,Connor Kleminsky
20775,Cosby Sand,United States,,,"Lebanon, OH",0.0,0.0,0.0,0.0,2.0,98.0,,,,,,Cosby Sand
20776,Matt Corrales,United States,,,"Orlando, FL",0.0,0.0,0.0,0.0,2.0,47.0,,,,,,Matt Corrales
20777,Erica Brok,United States,1999-01-27,"Ormond Beach, FL","Ormond Beach, FL",0.0,0.0,0.0,0.0,5.0,2454.0,,68.0,172.72,1999-01-27,"January 27, 1999 (24 years old)",Erica Brok
20778,Garrett Bigg,United States,,,"Wilmington, NC",0.0,0.0,0.0,0.0,2.0,213.0,,,,,,Garrett Bigg
20779,Hannah Wentland,United States,,,"Mobile, AL",0.0,0.0,0.0,0.0,3.0,636.0,,,,,,Hannah Wentland
20780,Isabella Ferary,United States,2002-03-20,,"Marietta, GA",0.0,0.0,0.0,0.0,1.0,90.0,,64.0,162.56,2002-03-20,"March 20, 2002 (21 years old)",Isabella Ferary
20781,Jack Turner,United States,,,"Fishers, IN",0.0,0.0,0.0,0.0,1.0,51.0,,,,,,Jack Turner
20782,Jackson Arnold,United States,,,"Jay, FL",0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Jackson Arnold
20783,Jenna Colligan,United States,,,"Manhattan Beach, CA",0.0,0.0,0.0,0.0,3.0,944.0,,,,,,Jenna Colligan
20784,Jessie Carnes,United States,,,"Plainfield, IL",0.0,0.0,0.0,0.0,3.0,230.0,,,,,,Jessie Carnes
20785,Johnny Anselmo,United States,,,"Thousand Oaks, CA",0.0,0.0,0.0,0.0,1.0,45.0,,,,,,Johnny Anselmo
20787,Kaeli Crews,United States,,"Winter Garden, FL","Winter Garden, FL",0.0,0.0,0.0,0.0,4.0,2354.0,,72.0,182.88,,,Kaeli Crews
20788,Kalesha Hazelton,United States,,,"St. Petersburg, FL",0.0,0.0,0.0,0.0,1.0,70.0,,,,,,Kalesha Hazelton
20789,Lexy Denaburg,United States,2001-06-06,"Merritt Island, FL","Merritt Island, FL",0.0,0.0,1.0,0.0,8.0,4214.0,,72.0,182.88,2001-06-06,"June 6, 2001 (22 years old)",Lexy Denaburg
20790,Lina Russo,United States,2002-01-22,"Cherry Hill, NJ","Cherry Hill, NJ",0.0,0.0,0.0,0.0,3.0,906.0,,69.0,175.26,2002-01-22,"January 22, 2002 (21 years old)",Lina Russo
20791,Liz Leahy,United States,,,"San Jose, CA",,,,,,,,,,,,
20792,Madelyn Delmonte,United States,,,"Virginia Beach, VA",0.0,0.0,0.0,0.0,1.0,70.0,,,,,,Madelyn Delmonte
20793,Mailani Burton,United States,,,"Phoenix, AZ",0.0,0.0,0.0,0.0,1.0,63.0,,,,,,Mailani Burton
20794,Marcus Urrutia,United States,,,"Hillsborough, NJ",0.0,0.0,0.0,0.0,1.0,45.0,,,,,,Marcus Urrutia
20795,Matthew Hazle,United States,,,"Charleston, SC",0.0,0.0,0.0,0.0,5.0,1127.0,,,,,,Matthew Hazle
20796,Robert Leever,United States,,,"Bonaire, GA",0.0,0.0,0.0,0.0,1.0,47.0,,,,,,Robert Leever
20797,Robert Vipond,United States,,,"Harrison, TN",0.0,0.0,0.0,0.0,2.0,102.0,,,,,,Robert Vipond
20798,Rorianna Chartier,United States,2002-04-25,"Edmond, OK","Edmond, OK",0.0,0.0,0.0,0.0,2.0,283.0,,67.0,170.18,2002-04-25,"April 25, 2002 (21 years old)",Rorianna Chartier
20799,Samuel Ferrill,United States,,,"Birmingham, AL",0.0,0.0,0.0,0.0,1.0,51.0,,,,,,Samuel Ferrill
20800,Scott Herron,United States,,,"Birmingham, AL",0.0,0.0,0.0,0.0,1.0,51.0,,,,,,Scott Herron
20801,Seth Jarrell,United States,,,"Shelbyville, TN",0.0,0.0,0.0,0.0,3.0,1041.0,,,,,,Seth Jarrell
20802,Spencer Gaston,United States,1997-06-12,"Stanley, NC","Stanley, NC",0.0,0.0,0.0,0.0,13.0,4535.0,,73.0,185.42000000000002,1997-06-12,"June 12, 1997 (26 years old)",Spencer Gaston
20803,Spencer Loch,United States,,"Madison, WI","Minneapolis, MN",0.0,0.0,0.0,0.0,8.0,2236.0,,76.0,193.04,,,Spencer Loch
20804,Taryn Kloth,United States,1997-04-10,"Sioux Falls, SD","Sioux Falls, SD",8.0,1.0,3.0,1.0,27.0,15430.0,,76.0,193.04,1997-04-10,"April 10, 1997 (26 years old)",Taryn Kloth
20805,Trent Lingruen,United States,,,"Reno, NV",0.0,0.0,0.0,0.0,1.0,249.0,,,,,,Trent Lingruen
20806,Trevor Dick,United States,,,"Stuart, FL",,,,,,,,,,,,
20807,Zephyr Dew,United States,2005-03-08,"Santa Cruz, CA","Santa Cruz, CA",0.0,0.0,0.0,0.0,11.0,4948.0,,75.0,190.5,2005-03-08,"March 8, 2005 (18 years old)",Zephyr Dew
20808,Alex Ukkelberg,United States,1994-04-22,"Battle Lake, MN","Battle Lake, MN",0.0,0.0,0.0,0.0,14.0,5522.0,,72.0,182.88,1994-04-22,"April 22, 1994 (29 years old)",Alex Ukkelberg
